url	sections	status	source	added	last_checked	claims_checked	note
https://deepwiki.com/multica-ai/multica	triage|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/neuml/txtai	rag|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/nousresearch/hermes-agent	harnesses|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/ollama/ollama	serving|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/openai/evals	eval|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/openai/openai-agents-python	frameworks|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/openai/openai-cookbook	triage|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/openai/privacy-filter	security|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/openai/symphony	triage|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/openclaw/openclaw	harnesses|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/opendataloader-project/opendataloader-pdf	ingestion|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/refactoringhq/tolaria	triage|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/repowise-dev/repowise	codeintel|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/rtk-ai/rtk	skills|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/run-llama/llama_index	frameworks|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/safishamsi/graphify	codeintel|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/stanfordnlp/dspy	frameworks|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/strands-agents/sdk-python	frameworks|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/tensorlakeai/tensorlake	ingestion|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/thedotmack/claude-mem	memory|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/unslothai/unsloth	tuning|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/usestrix/strix	security|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/vercel-labs/wterm	adjacent|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/wandb/wandb	eval|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://deepwiki.com/zeroc00I/LLM-anonymization	security|deepwiki	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://developer.nvidia.com/blog/enhance-your-ai-agent-with-data-flywheels-using-nvidia-nemo-microservices	learning	active	2026-07-28 NVIDIA NeMo directed refresh	2026-07-28			
https://developer.nvidia.com/nim	docs|serving|map	active	2026-07-28 NVIDIA NeMo directed refresh	2026-07-28		2026-07-28	
https://developers.openai.com/cookbook	docs	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://developers.openai.com/cookbook/examples/partners/temporal_agents_with_knowledge_graphs/temporal_agents	docs	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.agno.com/introduction	docs|frameworks|map	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.agno.com/reference/agent-os/agent-os	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.agno.com/reference/agents/agent	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.agno.com/reference/compression/compression-manager	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.agno.com/reference/memory/memory	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.agno.com/reference/storage/in_memory	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.agno.com/reference/storage/json	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.agno.com/reference/storage/postgres	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.agno.com/reference/storage/sqlite	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.agno.com/reference/teams/team	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.agno.com/reference/workflows/workflow	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.claude-mem.ai/	memory	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.claude-mem.ai/configuration	memory	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.claude-mem.ai/introduction	memory	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.cloud.google.com/gemini-enterprise-agent-platform/build/adk	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.cloud.google.com/spanner/docs/graph/overview	docs|adjacent	active	langextract-spanner-refresh	2026-07-27			manual
https://docs.crawl4ai.com/	docs|ingestion|map	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.crawl4ai.com/apps	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.crawl4ai.com/complete-sdk-reference	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.crawl4ai.com/core/cli	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.crawl4ai.com/core/examples	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.crawl4ai.com/core/installation	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.crawl4ai.com/core/quickstart	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.crawl4ai.com/core/self-hosting	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.crawl4ai.com/core/simple-crawling	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.cursor.com/	docs|harnesses|map	active	phase0-map-reconcile	2026-07-27			
https://docs.firecrawl.dev/advanced-scraping-guide	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/developer-guides/examples	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/features/agent	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/features/batch-scrape	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/features/change-tracking	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/features/crawl	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/features/document-parsing	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/features/enhanced-mode	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/features/extract	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/features/fast-scraping	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/features/interact	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/features/llm-extract	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/features/map	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/features/proxies	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/features/scrape	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/features/search	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/features/stealth-mode	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/introduction	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/mcp-server	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/quickstarts/fastapi	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/quickstarts/python	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/webhooks/events	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/webhooks/overview	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.firecrawl.dev/webhooks/security	docs|ingestion	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.langchain.com/oss/javascript/deepagents/overview	docs|frameworks	active	2026-07-29 deepagents x NeMo directed refresh	2026-07-29			
https://docs.langchain.com/oss/python/deepagents/overview	docs|frameworks	active	2026-07-29 deepagents x NeMo directed refresh	2026-07-29			
https://docs.langchain.com/oss/python/integrations/providers/nvidia	docs|frameworks	active	2026-07-29 deepagents x NeMo directed refresh	2026-07-29			
https://docs.langchain.com/oss/python/langgraph/add-memory	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.langchain.com/oss/python/langgraph/application-structure	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.langchain.com/oss/python/langgraph/deploy	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.langchain.com/oss/python/langgraph/durable-execution	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.langchain.com/oss/python/langgraph/install	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.langchain.com/oss/python/langgraph/local-server	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.langchain.com/oss/python/langgraph/observability	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.langchain.com/oss/python/langgraph/overview	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.langchain.com/oss/python/langgraph/persistence	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.langchain.com/oss/python/langgraph/quickstart	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.langchain.com/oss/python/langgraph/streaming	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.langchain.com/oss/python/langgraph/studio	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.langchain.com/oss/python/langgraph/test	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.langchain.com/oss/python/langgraph/thinking-in-langgraph	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.langchain.com/oss/python/langgraph/ui	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.langchain.com/oss/python/langgraph/workflows-agents	docs|frameworks	active	AI-AGENT-DEV-TOOLS-MAIN.md	2026-06-29			
https://docs.nvidia.com/ai-enterprise/planning-resource/licensing-guide/latest/licensing.html	docs|adjacent	active	2026-07-28 NVIDIA NeMo directed refresh	2026-07-28			
